_id,user,specialization,qualifications,experience,hospital,location,state,consultation_fee,about,languages,rating,verification_status,created_at,updated_at,__v
"""6a74b45582e7a429699cd52f""","""6a74b45582e7a429699cd52e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","13","Rajah Muthiah Medical College & Hospital, Cuddalore","Cuddalore","Tamil Nadu","500","Experienced Pediatrics specialist practicing at Rajah Muthiah Medical College & Hospital, Cuddalore. Committed to compassionate, quality healthcare in Cuddalore.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.265Z""","""2026-08-06T16:20:37.265Z""","0"
"""6a74b45582e7a429699cd537""","""6a74b45582e7a429699cd536""","""6a74b45582e7a429699cd4d7""","MBBS, MD","16","Rajah Muthiah Medical College & Hospital, Cuddalore","Cuddalore","Tamil Nadu","550","Experienced Orthopedics specialist practicing at Rajah Muthiah Medical College & Hospital, Cuddalore. Committed to compassionate, quality healthcare in Cuddalore.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.276Z""","""2026-08-06T16:20:37.276Z""","0"
"""6a74b45582e7a429699cd53f""","""6a74b45582e7a429699cd53e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","19","Dharmapuri Government Medical College Hospital","Dharmapuri","Tamil Nadu","600","Experienced General Medicine specialist practicing at Dharmapuri Government Medical College Hospital. Committed to compassionate, quality healthcare in Dharmapuri.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.285Z""","""2026-08-06T16:20:37.285Z""","0"
"""6a74b45582e7a429699cd547""","""6a74b45582e7a429699cd546""","""6a74b45582e7a429699cd4d9""","MBBS, MD","22","Dharmapuri Government Medical College Hospital","Dharmapuri","Tamil Nadu","650","Experienced Psychiatry specialist practicing at Dharmapuri Government Medical College Hospital. Committed to compassionate, quality healthcare in Dharmapuri.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.298Z""","""2026-08-06T16:20:37.298Z""","0"
"""6a74b45582e7a429699cd54f""","""6a74b45582e7a429699cd54e""","""6a74b45582e7a429699cd4da""","MBBS, MD","25","City Care Specialty Hospital, Dindigul","Dindigul","Tamil Nadu","700","Experienced Gynecology specialist practicing at City Care Specialty Hospital, Dindigul. Committed to compassionate, quality healthcare in Dindigul.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.310Z""","""2026-08-06T16:20:37.310Z""","0"
"""6a74b45582e7a429699cd557""","""6a74b45582e7a429699cd556""","""6a74b45582e7a429699cd4d3""","MBBS, MD","28","City Care Specialty Hospital, Dindigul","Dindigul","Tamil Nadu","750","Experienced Cardiology specialist practicing at City Care Specialty Hospital, Dindigul. Committed to compassionate, quality healthcare in Dindigul.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.323Z""","""2026-08-06T16:20:37.323Z""","0"
"""6a74b45582e7a429699cd55f""","""6a74b45582e7a429699cd55e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","6","City Care Specialty Hospital, Dindigul","Dindigul","Tamil Nadu","800","Experienced Dermatology specialist practicing at City Care Specialty Hospital, Dindigul. Committed to compassionate, quality healthcare in Dindigul.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.333Z""","""2026-08-06T16:20:37.333Z""","0"
"""6a74b45582e7a429699cd567""","""6a74b45582e7a429699cd566""","""6a74b45582e7a429699cd4d5""","MBBS, MD","9","Lotus Hospital & Research Centre, Erode","Erode","Tamil Nadu","850","Experienced Neurology specialist practicing at Lotus Hospital & Research Centre, Erode. Committed to compassionate, quality healthcare in Erode.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.347Z""","""2026-08-06T16:20:37.347Z""","0"
"""6a74b45582e7a429699cd56f""","""6a74b45582e7a429699cd56e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","12","Lotus Hospital & Research Centre, Erode","Erode","Tamil Nadu","900","Experienced Pediatrics specialist practicing at Lotus Hospital & Research Centre, Erode. Committed to compassionate, quality healthcare in Erode.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.359Z""","""2026-08-06T16:20:37.359Z""","0"
"""6a74b45582e7a429699cd577""","""6a74b45582e7a429699cd576""","""6a74b45582e7a429699cd4d7""","MBBS, MD","15","Government Medical College Hospital, Kallakurichi","Kallakurichi","Tamil Nadu","950","Experienced Orthopedics specialist practicing at Government Medical College Hospital, Kallakurichi. Committed to compassionate, quality healthcare in Kallakurichi.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.369Z""","""2026-08-06T16:20:37.369Z""","0"
"""6a74b45582e7a429699cd57f""","""6a74b45582e7a429699cd57e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","18","Government Medical College Hospital, Kallakurichi","Kallakurichi","Tamil Nadu","1000","Experienced General Medicine specialist practicing at Government Medical College Hospital, Kallakurichi. Committed to compassionate, quality healthcare in Kallakurichi.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.381Z""","""2026-08-06T16:20:37.381Z""","0"
"""6a74b45582e7a429699cd587""","""6a74b45582e7a429699cd586""","""6a74b45582e7a429699cd4d9""","MBBS, MD","21","Sri Ramachandra Specialty Clinic, Kancheepuram","Kancheepuram","Tamil Nadu","500","Experienced Psychiatry specialist practicing at Sri Ramachandra Specialty Clinic, Kancheepuram. Committed to compassionate, quality healthcare in Kancheepuram.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.393Z""","""2026-08-06T16:20:37.393Z""","0"
"""6a74b45582e7a429699cd58f""","""6a74b45582e7a429699cd58e""","""6a74b45582e7a429699cd4da""","MBBS, MD","24","Sri Ramachandra Specialty Clinic, Kancheepuram","Kancheepuram","Tamil Nadu","550","Experienced Gynecology specialist practicing at Sri Ramachandra Specialty Clinic, Kancheepuram. Committed to compassionate, quality healthcare in Kancheepuram.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.403Z""","""2026-08-06T16:20:37.403Z""","0"
"""6a74b45582e7a429699cd597""","""6a74b45582e7a429699cd596""","""6a74b45582e7a429699cd4d3""","MBBS, MD","27","Sri Ramachandra Specialty Clinic, Kancheepuram","Kancheepuram","Tamil Nadu","600","Experienced Cardiology specialist practicing at Sri Ramachandra Specialty Clinic, Kancheepuram. Committed to compassionate, quality healthcare in Kancheepuram.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.416Z""","""2026-08-06T16:20:37.416Z""","0"
"""6a74b45582e7a429699cd59f""","""6a74b45582e7a429699cd59e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","5","Kanyakumari Medical College Hospital, Nagercoil","Kanniyakumari","Tamil Nadu","650","Experienced Dermatology specialist practicing at Kanyakumari Medical College Hospital, Nagercoil. Committed to compassionate, quality healthcare in Kanniyakumari.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.427Z""","""2026-08-06T16:20:37.427Z""","0"
"""6a74b45582e7a429699cd5a7""","""6a74b45582e7a429699cd5a6""","""6a74b45582e7a429699cd4d5""","MBBS, MD","8","Kanyakumari Medical College Hospital, Nagercoil","Kanniyakumari","Tamil Nadu","700","Experienced Neurology specialist practicing at Kanyakumari Medical College Hospital, Nagercoil. Committed to compassionate, quality healthcare in Kanniyakumari.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.438Z""","""2026-08-06T16:20:37.438Z""","0"
"""6a74b45582e7a429699cd5af""","""6a74b45582e7a429699cd5ae""","""6a74b45582e7a429699cd4d6""","MBBS, MD","11","Government Medical College Hospital, Karur","Karur","Tamil Nadu","750","Experienced Pediatrics specialist practicing at Government Medical College Hospital, Karur. Committed to compassionate, quality healthcare in Karur.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.449Z""","""2026-08-06T16:20:37.449Z""","0"
"""6a74b45582e7a429699cd5b7""","""6a74b45582e7a429699cd5b6""","""6a74b45582e7a429699cd4d7""","MBBS, MD","14","Government Medical College Hospital, Karur","Karur","Tamil Nadu","800","Experienced Orthopedics specialist practicing at Government Medical College Hospital, Karur. Committed to compassionate, quality healthcare in Karur.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.460Z""","""2026-08-06T16:20:37.460Z""","0"
"""6a74b45582e7a429699cd5bf""","""6a74b45582e7a429699cd5be""","""6a74b45582e7a429699cd4d8""","MBBS, MD","17","Kauvery Multi-Specialty Clinic, Krishnagiri","Krishnagiri","Tamil Nadu","850","Experienced General Medicine specialist practicing at Kauvery Multi-Specialty Clinic, Krishnagiri. Committed to compassionate, quality healthcare in Krishnagiri.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.469Z""","""2026-08-06T16:20:37.469Z""","0"
"""6a74b45582e7a429699cd5c7""","""6a74b45582e7a429699cd5c6""","""6a74b45582e7a429699cd4d9""","MBBS, MD","20","Kauvery Multi-Specialty Clinic, Krishnagiri","Krishnagiri","Tamil Nadu","900","Experienced Psychiatry specialist practicing at Kauvery Multi-Specialty Clinic, Krishnagiri. Committed to compassionate, quality healthcare in Krishnagiri.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.480Z""","""2026-08-06T16:20:37.480Z""","0"
"""6a74b45582e7a429699cd5cf""","""6a74b45582e7a429699cd5ce""","""6a74b45582e7a429699cd4da""","MBBS, MD","23","Kauvery Multi-Specialty Clinic, Krishnagiri","Krishnagiri","Tamil Nadu","950","Experienced Gynecology specialist practicing at Kauvery Multi-Specialty Clinic, Krishnagiri. Committed to compassionate, quality healthcare in Krishnagiri.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.491Z""","""2026-08-06T16:20:37.491Z""","0"
"""6a74b45582e7a429699cd5d7""","""6a74b45582e7a429699cd5d6""","""6a74b45582e7a429699cd4d3""","MBBS, MD","26","Meenakshi Mission Hospital & Research Centre, Madurai","Madurai","Tamil Nadu","1000","Experienced Cardiology specialist practicing at Meenakshi Mission Hospital & Research Centre, Madurai. Committed to compassionate, quality healthcare in Madurai.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.502Z""","""2026-08-06T16:20:37.502Z""","0"
"""6a74b45582e7a429699cd5df""","""6a74b45582e7a429699cd5de""","""6a74b45582e7a429699cd4d4""","MBBS, MD","29","Meenakshi Mission Hospital & Research Centre, Madurai","Madurai","Tamil Nadu","500","Experienced Dermatology specialist practicing at Meenakshi Mission Hospital & Research Centre, Madurai. Committed to compassionate, quality healthcare in Madurai.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.513Z""","""2026-08-06T16:20:37.513Z""","0"
"""6a74b45582e7a429699cd5e7""","""6a74b45582e7a429699cd5e6""","""6a74b45582e7a429699cd4d5""","MBBS, MD","7","Government General Hospital, Mayiladuthurai","Mayiladuthurai","Tamil Nadu","550","Experienced Neurology specialist practicing at Government General Hospital, Mayiladuthurai. Committed to compassionate, quality healthcare in Mayiladuthurai.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.527Z""","""2026-08-06T16:20:37.527Z""","0"
"""6a74b45582e7a429699cd5ef""","""6a74b45582e7a429699cd5ee""","""6a74b45582e7a429699cd4d6""","MBBS, MD","10","Government General Hospital, Mayiladuthurai","Mayiladuthurai","Tamil Nadu","600","Experienced Pediatrics specialist practicing at Government General Hospital, Mayiladuthurai. Committed to compassionate, quality healthcare in Mayiladuthurai.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.542Z""","""2026-08-06T16:20:37.542Z""","0"
"""6a74b45582e7a429699cd5f7""","""6a74b45582e7a429699cd5f6""","""6a74b45582e7a429699cd4d7""","MBBS, MD","13","Government District Head Quarters Hospital, Nagapattinam","Nagapattinam","Tamil Nadu","650","Experienced Orthopedics specialist practicing at Government District Head Quarters Hospital, Nagapattinam. Committed to compassionate, quality healthcare in Nagapattinam.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.556Z""","""2026-08-06T16:20:37.556Z""","0"
"""6a74b45582e7a429699cd5ff""","""6a74b45582e7a429699cd5fe""","""6a74b45582e7a429699cd4d8""","MBBS, MD","16","Government District Head Quarters Hospital, Nagapattinam","Nagapattinam","Tamil Nadu","700","Experienced General Medicine specialist practicing at Government District Head Quarters Hospital, Nagapattinam. Committed to compassionate, quality healthcare in Nagapattinam.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.567Z""","""2026-08-06T16:20:37.567Z""","0"
"""6a74b45582e7a429699cd607""","""6a74b45582e7a429699cd606""","""6a74b45582e7a429699cd4d9""","MBBS, MD","19","Government District Head Quarters Hospital, Nagapattinam","Nagapattinam","Tamil Nadu","750","Experienced Psychiatry specialist practicing at Government District Head Quarters Hospital, Nagapattinam. Committed to compassionate, quality healthcare in Nagapattinam.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.579Z""","""2026-08-06T16:20:37.579Z""","0"
"""6a74b45582e7a429699cd60f""","""6a74b45582e7a429699cd60e""","""6a74b45582e7a429699cd4da""","MBBS, MD","22","Government Head Quarters Hospital, Namakkal","Namakkal","Tamil Nadu","800","Experienced Gynecology specialist practicing at Government Head Quarters Hospital, Namakkal. Committed to compassionate, quality healthcare in Namakkal.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.591Z""","""2026-08-06T16:20:37.591Z""","0"
"""6a74b45582e7a429699cd617""","""6a74b45582e7a429699cd616""","""6a74b45582e7a429699cd4d3""","MBBS, MD","25","Government Head Quarters Hospital, Namakkal","Namakkal","Tamil Nadu","850","Experienced Cardiology specialist practicing at Government Head Quarters Hospital, Namakkal. Committed to compassionate, quality healthcare in Namakkal.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.603Z""","""2026-08-06T16:20:37.603Z""","0"
"""6a74b45582e7a429699cd61f""","""6a74b45582e7a429699cd61e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","28","Government District Head Quarters Hospital, Ooty","The Nilgiris","Tamil Nadu","900","Experienced Dermatology specialist practicing at Government District Head Quarters Hospital, Ooty. Committed to compassionate, quality healthcare in The Nilgiris.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.616Z""","""2026-08-06T16:20:37.616Z""","0"
"""6a74b45582e7a429699cd627""","""6a74b45582e7a429699cd626""","""6a74b45582e7a429699cd4d5""","MBBS, MD","6","Government District Head Quarters Hospital, Ooty","The Nilgiris","Tamil Nadu","950","Experienced Neurology specialist practicing at Government District Head Quarters Hospital, Ooty. Committed to compassionate, quality healthcare in The Nilgiris.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.628Z""","""2026-08-06T16:20:37.628Z""","0"
"""6a74b45582e7a429699cd62f""","""6a74b45582e7a429699cd62e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","9","Dhanalakshmi Srinivasan Medical College, Perambalur","Perambalur","Tamil Nadu","1000","Experienced Pediatrics specialist practicing at Dhanalakshmi Srinivasan Medical College, Perambalur. Committed to compassionate, quality healthcare in Perambalur.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.641Z""","""2026-08-06T16:20:37.641Z""","0"
"""6a74b45582e7a429699cd637""","""6a74b45582e7a429699cd636""","""6a74b45582e7a429699cd4d7""","MBBS, MD","12","Dhanalakshmi Srinivasan Medical College, Perambalur","Perambalur","Tamil Nadu","500","Experienced Orthopedics specialist practicing at Dhanalakshmi Srinivasan Medical College, Perambalur. Committed to compassionate, quality healthcare in Perambalur.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.655Z""","""2026-08-06T16:20:37.655Z""","0"
"""6a74b45582e7a429699cd63f""","""6a74b45582e7a429699cd63e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","15","Dhanalakshmi Srinivasan Medical College, Perambalur","Perambalur","Tamil Nadu","550","Experienced General Medicine specialist practicing at Dhanalakshmi Srinivasan Medical College, Perambalur. Committed to compassionate, quality healthcare in Perambalur.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.668Z""","""2026-08-06T16:20:37.668Z""","0"
"""6a74b45582e7a429699cd647""","""6a74b45582e7a429699cd646""","""6a74b45582e7a429699cd4d9""","MBBS, MD","18","Government Pudukkottai Medical College Hospital","Pudukkottai","Tamil Nadu","600","Experienced Psychiatry specialist practicing at Government Pudukkottai Medical College Hospital. Committed to compassionate, quality healthcare in Pudukkottai.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.680Z""","""2026-08-06T16:20:37.680Z""","0"
"""6a74b45582e7a429699cd64f""","""6a74b45582e7a429699cd64e""","""6a74b45582e7a429699cd4da""","MBBS, MD","21","Government Pudukkottai Medical College Hospital","Pudukkottai","Tamil Nadu","650","Experienced Gynecology specialist practicing at Government Pudukkottai Medical College Hospital. Committed to compassionate, quality healthcare in Pudukkottai.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.692Z""","""2026-08-06T16:20:37.692Z""","0"
"""6a74b45582e7a429699cd657""","""6a74b45582e7a429699cd656""","""6a74b45582e7a429699cd4d3""","MBBS, MD","24","Government Medical College Hospital, Ramanathapuram","Ramanathapuram","Tamil Nadu","700","Experienced Cardiology specialist practicing at Government Medical College Hospital, Ramanathapuram. Committed to compassionate, quality healthcare in Ramanathapuram.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.705Z""","""2026-08-06T16:20:37.705Z""","0"
"""6a74b45582e7a429699cd65f""","""6a74b45582e7a429699cd65e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","27","Government Medical College Hospital, Ramanathapuram","Ramanathapuram","Tamil Nadu","750","Experienced Dermatology specialist practicing at Government Medical College Hospital, Ramanathapuram. Committed to compassionate, quality healthcare in Ramanathapuram.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.716Z""","""2026-08-06T16:20:37.716Z""","0"
"""6a74b45582e7a429699cd667""","""6a74b45582e7a429699cd666""","""6a74b45582e7a429699cd4d5""","MBBS, MD","5","CMC Vellore Campus, Ranipet","Ranipet","Tamil Nadu","800","Experienced Neurology specialist practicing at CMC Vellore Campus, Ranipet. Committed to compassionate, quality healthcare in Ranipet.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.729Z""","""2026-08-06T16:20:37.729Z""","0"
"""6a74b45582e7a429699cd66f""","""6a74b45582e7a429699cd66e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","8","CMC Vellore Campus, Ranipet","Ranipet","Tamil Nadu","850","Experienced Pediatrics specialist practicing at CMC Vellore Campus, Ranipet. Committed to compassionate, quality healthcare in Ranipet.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.742Z""","""2026-08-06T16:20:37.742Z""","0"
"""6a74b45582e7a429699cd677""","""6a74b45582e7a429699cd676""","""6a74b45582e7a429699cd4d7""","MBBS, MD","11","CMC Vellore Campus, Ranipet","Ranipet","Tamil Nadu","900","Experienced Orthopedics specialist practicing at CMC Vellore Campus, Ranipet. Committed to compassionate, quality healthcare in Ranipet.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.756Z""","""2026-08-06T16:20:37.756Z""","0"
"""6a74b45582e7a429699cd67f""","""6a74b45582e7a429699cd67e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","14","Manipal Hospital, Dalmia Board, Salem","Salem","Tamil Nadu","950","Experienced General Medicine specialist practicing at Manipal Hospital, Dalmia Board, Salem. Committed to compassionate, quality healthcare in Salem.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.767Z""","""2026-08-06T16:20:37.767Z""","0"
"""6a74b45582e7a429699cd687""","""6a74b45582e7a429699cd686""","""6a74b45582e7a429699cd4d9""","MBBS, MD","17","Manipal Hospital, Dalmia Board, Salem","Salem","Tamil Nadu","1000","Experienced Psychiatry specialist practicing at Manipal Hospital, Dalmia Board, Salem. Committed to compassionate, quality healthcare in Salem.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.782Z""","""2026-08-06T16:20:37.782Z""","0"
"""6a74b45582e7a429699cd68f""","""6a74b45582e7a429699cd68e""","""6a74b45582e7a429699cd4da""","MBBS, MD","20","Government Sivagangai Medical College Hospital","Sivaganga","Tamil Nadu","500","Experienced Gynecology specialist practicing at Government Sivagangai Medical College Hospital. Committed to compassionate, quality healthcare in Sivaganga.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.794Z""","""2026-08-06T16:20:37.794Z""","0"
"""6a74b45582e7a429699cd697""","""6a74b45582e7a429699cd696""","""6a74b45582e7a429699cd4d3""","MBBS, MD","23","Government Sivagangai Medical College Hospital","Sivaganga","Tamil Nadu","550","Experienced Cardiology specialist practicing at Government Sivagangai Medical College Hospital. Committed to compassionate, quality healthcare in Sivaganga.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.805Z""","""2026-08-06T16:20:37.805Z""","0"
"""6a74b45582e7a429699cd69f""","""6a74b45582e7a429699cd69e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","26","Government District Hospital, Tenkasi","Tenkasi","Tamil Nadu","600","Experienced Dermatology specialist practicing at Government District Hospital, Tenkasi. Committed to compassionate, quality healthcare in Tenkasi.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.816Z""","""2026-08-06T16:20:37.816Z""","0"
"""6a74b45582e7a429699cd6a7""","""6a74b45582e7a429699cd6a6""","""6a74b45582e7a429699cd4d5""","MBBS, MD","29","Government District Hospital, Tenkasi","Tenkasi","Tamil Nadu","650","Experienced Neurology specialist practicing at Government District Hospital, Tenkasi. Committed to compassionate, quality healthcare in Tenkasi.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.829Z""","""2026-08-06T16:20:37.829Z""","0"
"""6a74b45582e7a429699cd6af""","""6a74b45582e7a429699cd6ae""","""6a74b45582e7a429699cd4d6""","MBBS, MD","7","Government District Hospital, Tenkasi","Tenkasi","Tamil Nadu","700","Experienced Pediatrics specialist practicing at Government District Hospital, Tenkasi. Committed to compassionate, quality healthcare in Tenkasi.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.842Z""","""2026-08-06T16:20:37.842Z""","0"
"""6a74b45582e7a429699cd6b7""","""6a74b45582e7a429699cd6b6""","""6a74b45582e7a429699cd4d7""","MBBS, MD","10","Thanjavur Medical College Hospital, Thanjavur","Thanjavur","Tamil Nadu","750","Experienced Orthopedics specialist practicing at Thanjavur Medical College Hospital, Thanjavur. Committed to compassionate, quality healthcare in Thanjavur.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.856Z""","""2026-08-06T16:20:37.856Z""","0"
"""6a74b45582e7a429699cd6bf""","""6a74b45582e7a429699cd6be""","""6a74b45582e7a429699cd4d8""","MBBS, MD","13","Thanjavur Medical College Hospital, Thanjavur","Thanjavur","Tamil Nadu","800","Experienced General Medicine specialist practicing at Thanjavur Medical College Hospital, Thanjavur. Committed to compassionate, quality healthcare in Thanjavur.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.870Z""","""2026-08-06T16:20:37.870Z""","0"
"""6a74b45582e7a429699cd6c7""","""6a74b45582e7a429699cd6c6""","""6a74b45582e7a429699cd4d9""","MBBS, MD","16","Government Theni Medical College Hospital, Theni","Theni","Tamil Nadu","850","Experienced Psychiatry specialist practicing at Government Theni Medical College Hospital, Theni. Committed to compassionate, quality healthcare in Theni.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.884Z""","""2026-08-06T16:20:37.884Z""","0"
"""6a74b45582e7a429699cd6cf""","""6a74b45582e7a429699cd6ce""","""6a74b45582e7a429699cd4da""","MBBS, MD","19","Government Theni Medical College Hospital, Theni","Theni","Tamil Nadu","900","Experienced Gynecology specialist practicing at Government Theni Medical College Hospital, Theni. Committed to compassionate, quality healthcare in Theni.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.897Z""","""2026-08-06T16:20:37.897Z""","0"
